,PIDANH4 rpt 1.sp,PIDANH4 rpt 2.sp,PIDANH4 rpt 3.sp,PIDANH4 rpt 4.sp,PIDANH4 rpt 5.sp,PIDANH4 rpt 6.sp,PIDANH4 rpt 7.sp,PIDANH4 rpt 8.sp,PIDANH4 rpt 9.sp,PIDANH4 rpt 10.sp,PIDANH4 rpt 11.sp,PIDANH4 rpt 12.sp,PIDANH4 rpt 13.sp,PIDANH4 rpt 14.sp,PIDANH4 rpt 15.sp,PIDANH4 rpt 16.sp,PIDANH4 rpt 17.sp,PIDANH4 rpt 18.sp,PIDANH4 rpt 19.sp,PIDANH4 rpt 20.sp,PIDANH4 rpt 21.sp,PIDANH4 rpt 22.sp,PIDANH4 rpt 23.sp,PIDANH4 rpt 24.sp,PIDANH4 rpt 25.sp,PIDANH4 rpt 26.sp,PIDANH4 rpt 27.sp,PIDANH4 rpt 28.sp,PIDANH4 rpt 29.sp,PIDANH4 rpt 30.sp,PIDANH4 rpt 31.sp,PIDANH4 rpt 32.sp,PIDANH4 rpt 33.sp,PIDANH4 rpt 34.sp,PIDANH4 rpt 35.sp,PIDANH4 rpt 36.sp,PIDANH4 rpt 37.sp,PIDANH4 rpt 38.sp,PIDANH4 rpt 39.sp,PIDANH4 rpt 40.sp,PIDANH4 rpt 41.sp,PIDANH4 rpt 42.sp,PIDANH4 rpt 43.sp,PIDANH4 rpt 44.sp,PIDANH4 rpt 45.sp,PIDANH4 rpt 46.sp,PIDANH4 rpt 47.sp,PIDANH4 rpt 48.sp,PIDANH4 rpt 49.sp,PIDANH4 rpt 50.sp,PIDANH4 rpt 51.sp,PIDANH4 rpt 52.sp,PIDANH4 rpt 53.sp,PIDANH4 rpt 54.sp,PIDANH4 rpt 55.sp
Time,15:01:19,15:01:26,15:01:33,15:01:40,15:01:47,15:01:54,15:02:01,15:02:08,15:02:15,15:02:22,15:02:29,15:02:36,15:02:43,15:02:50,15:02:57,15:03:04,15:03:11,15:03:18,15:03:25,15:03:33,15:03:40,15:03:47,15:03:54,15:04:01,15:04:08,15:04:15,15:04:22,15:04:29,15:04:36,15:04:43,15:04:50,15:04:57,15:05:04,15:05:12,15:05:19,15:05:26,15:05:33,15:05:40,15:05:48,15:05:55,15:06:02,15:06:09,15:06:16,15:06:23,15:06:30,15:06:37,15:06:44,15:06:52,15:06:59,15:07:06,15:07:13,15:07:20,15:07:28,15:07:35,15:07:42
Raman shift [1/cm],Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity
3168,238.54558,277.01,305.35,272.88,300.56,206.83,237.61,298.83,250.23,358.93,354.15,85.927,230.8,157.14,4.2021,237.09,291.35,126.66,189.54,125.77,225.74,253.71,239.73,201.56,198.86,33.35,79.881,103.84,265.15,296.26,249.47,151,153.72,259.64,220.68,195.33,115.72,245.71,116.15,91.969,143.46,239.51,181.29,236.86,164.94,244.3,197.63,251.19,400.82,286.71,236.51,317.62,237.18,361.01,192.13
3166,267.94453,275.56,273.07,305.68,288.67,111.51,206.23,276.12,278.18,334.69,394.36,164.09,244.5,228.17,42.677,253,343.17,200.58,164.99,225.15,238.71,240.93,264.49,208.99,195.5,65.597,112.72,147.78,257.09,325.99,262.12,138.97,116.66,329.45,243.85,259.85,142.26,250.33,121.21,106.15,124.15,214.33,178.83,279.89,165.56,249.55,185.06,233.8,417.29,327.27,224.17,359.22,220.12,420.21,192.38
3164,319.2879,297.58,254.1,321.17,287.98,123.14,199,305.8,271.3,293.48,338.38,260.2,256.6,263.61,58.248,305.79,326.86,232.66,154.92,267.75,250.4,217.72,220.24,221.46,200.84,104.05,122.45,187.12,198,317.7,216.97,195.94,166.39,337.86,221.13,285.43,181.78,237.11,119.61,132.51,138.23,238.5,166.91,291.4,160.97,226.4,173.59,213.66,295.49,313.36,212.53,346.98,156.73,462.41,190.54
3162,262.69005,275.03,217.06,260.32,312.14,129.87,172.32,311.88,184.29,263.68,218.27,277.52,193.73,256.67,133.48,272.93,228.75,157.13,207.52,273.26,205.82,183.76,141.11,176.66,205.79,91.698,90.956,180.88,127.66,289.57,169.96,173.75,121.12,305.18,177.64,291.24,133.6,170.34,109.58,131.5,106.79,208.81,142.29,252.09,134.01,179.29,140.1,194.23,206.56,282.15,168.53,271.42,160.44,416.83,190.47
3160,267.63417,259.87,214.5,192.05,280.86,126.68,164.41,254.05,137.19,265.46,207.14,329.66,140.4,278.9,149.79,209.56,156.75,169.99,198.77,239.09,192.14,144.05,110.13,172.14,205.66,108.31,68.181,201.01,128.23,289.22,141.45,154.48,93.754,281.76,152.23,283.25,102.26,139.6,95.136,144.39,110.64,180.79,118.28,231.28,181.56,203.32,121.46,202.86,183.88,257.11,146.97,288.4,173.59,329.18,148.78
3158,250.57526,200.37,230.42,118.66,241.01,143.07,144.78,236.8,80.245,226.88,214.54,295.67,146.97,294.96,190.44,138.81,107.11,168.24,195.47,220.76,213.91,106.27,108.72,170.79,185.12,100.07,87.542,193.74,155.5,278.99,93.488,180.89,106.5,214.03,125.32,239.02,90.877,127.64,109.94,170.97,111.52,178.4,188.83,191.8,206.14,219.06,177.74,188.66,124.67,190.82,183.34,248.53,186.54,276.74,140.07
3156,163.59093,158.57,122.76,17.746,142.81,128.5,67.264,143.13,74.851,156.1,187.95,224.55,129.44,242.03,180.25,94.05,74.106,95.251,174.21,177.63,154.85,47.345,58.115,111.26,138.34,63.507,69.884,147.65,156.19,169.91,26.296,109.49,71.364,115.59,71.977,116.95,56.777,75.324,65.67,128,72.205,86.301,144.33,140.27,137.14,197.12,183.97,180.82,68.862,113.64,163.28,249.33,136.98,121.24,141.88
3154,129.75285,83.208,62.639,11.344,82.771,139.17,48.459,99.797,68.147,128.44,157.43,128.57,91.62,189.78,120.34,74.58,29.42,79.174,81.512,96.489,84.721,4.1645,23.088,79.1,109.65,63.509,76.882,95.25,105.58,88.35,10.367,30.808,28.267,48.009,50.474,59.501,69.802,90.213,56.762,115.43,71.964,81.045,134.9,68.409,107.19,196.85,135.9,150.99,40.92,66.276,154.4,261.62,131.21,52.602,93.986
3152,24.591536,45.131,2.1749,17.82,57.339,92.851,56.393,41.357,98.306,56.699,108.23,57.228,6.9115,150.43,86.673,44.307,-8.9905,7.1281,12.752,64.047,51.864,-31.72,15.957,52.594,78.686,51.167,1.481,33.292,30.124,9.5033,38.947,-1.9492,36.777,-12.676,14.067,1.8757,7.0005,41.286,41.916,48.801,29.612,33.406,108.95,45.458,38.691,90.817,35.695,102.62,9.6722,22.973,100.66,214.84,81.294,2.742,58.754
3150,22.722655,34.436,-5.0898,51.571,6.1894,92.086,87.941,15.213,110.66,73.873,138.52,2.1853,52.836,128.06,35.102,64.313,14.198,-5.9093,2.9693,33.548,20.362,23.358,29.834,42.34,81.93,70.032,35.875,-13.277,27.877,-19.047,49.101,3.62,42.911,0.023864,3.3049,35.11,12.109,14.399,79.432,5.7842,-15.708,67.246,96.674,7.8737,46.822,54.233,44.262,96.179,38.282,35.957,90.689,205.65,64.61,-16.509,51.757
3148,67.664587,83.782,40.663,122.95,71.767,92.459,127.13,46.612,125.24,63.222,133.51,24.078,116.99,138.52,40.981,88.787,111.53,47.682,66.4,70.295,67.345,65.91,122.19,87.828,113.65,128.17,95.98,19.175,64.609,43.81,105.52,58.748,62.668,108.72,51.34,141.37,57.736,42.834,102.93,42.507,43.327,129,106.18,72.303,94.126,38.997,131.2,141.22,95.797,5.1575,172.1,242.28,79.108,93.439,79.814
3146,143.41131,136.51,43.336,208.63,90.851,86.294,170.7,88.963,230.31,92.987,135.72,88.701,162.66,184.73,69.665,164.48,216.31,111.09,71.521,125.14,89.496,108.8,233.41,151.4,141.36,176.57,132.13,107.75,97.325,95.525,191.18,68.09,107.83,197.15,115.91,230.44,73.112,93.344,125.15,51.6,68.375,180.42,137.95,149.8,142.53,33.974,158.89,174.61,160.44,15.771,208.72,268.75,110.28,156.09,166.4
3144,221.69941,156.19,68.062,217.72,131.62,94.426,217,122.59,221.44,102.99,89.348,107.06,155.3,174.47,41.886,171.54,263.05,127.87,77.573,139.91,99.287,137.02,253.03,151.2,143.71,216.68,138.36,132.71,78.423,100.72,190.5,93.048,191.74,237.65,115.3,275.29,91.856,109.73,123.72,49.697,115.96,259.63,157.08,166.83,192.32,3.1055,151.57,172.36,140.4,56.503,259.08,235.49,131.6,224.79,237.76
3142,307.0481,192.96,125.04,238.27,174.12,140.95,255.04,166.84,218.43,130,111.38,165.09,205.66,215.49,112.94,162.01,293.86,146.9,173.6,191.18,134.14,176.03,306.55,194.51,198.71,249.64,154.98,181.95,116.64,201.03,254.59,124,225.88,300.59,130.08,333.74,111.86,133.76,148.32,100.51,180.3,320.54,183.63,180.19,238.44,48.538,155.22,178.23,195.01,112.45,287.44,232.76,161.4,286.89,298.44
3140,397.33403,213.76,195.28,260.27,181.59,195.42,268.25,198.76,220.53,212.92,186.37,224.78,218.65,253.17,143.99,157.4,312.89,186.37,180.79,202.75,199.14,168.05,392.57,229.03,211.01,275.61,144.12,241.67,159.49,283.38,302.84,195.89,250.27,309.16,180.8,397.07,145.81,192.4,184.01,147.47,244.1,316.35,217.91,215,307.3,136.22,192.18,182.47,250.54,183.91,340.23,266.81,197.68,304.7,319.88
3138,370.32278,193.93,196.75,247.03,169.56,184.99,174.94,205.17,187.12,168.62,177.62,213.57,229.49,227.69,141.56,137.62,279.71,192.63,180.65,153.79,198.12,123.73,406.73,206.16,187.62,220.51,131.94,225.28,152.09,282.69,279.48,168.72,236.22,254.27,172.71,361.83,151.72,213.51,174.77,123,226.63,251.33,223.18,200.26,315.43,139.65,210.96,172.15,230.25,211.67,294.71,206.21,165.36,287.33,311.63
3136,295.43236,181.38,112.25,170.36,105.64,150.24,99.254,146.54,146.29,106.02,103.51,168.46,154.08,167.32,80.906,123.02,248.58,120,165.31,102.57,141,65.047,307.02,144.97,117.03,142.01,80.259,158.41,95.151,241.55,206.37,77.865,185.39,169.1,103.84,277.75,86.602,159.87,117.52,59.125,155.29,142.12,138.79,124.11,244.65,107.58,147.14,98.891,142.85,153.96,195.59,148.82,89.145,229.58,222.39
3134,215.02133,166.24,108.65,164.56,63.763,121.58,46.416,86.111,87.847,69.391,58.838,101.69,108.2,121.2,65.491,114.98,177.03,81.939,121.15,85.87,80.082,31.665,215.9,150.62,84.262,83.122,74.302,112.15,59.279,213.2,160.06,57.113,123.72,89.217,89.044,244.42,72.243,128.37,104.01,44.717,134.58,108.56,135.02,50.135,198.18,81.995,92.474,67.458,62.904,155.05,126.12,149.15,40.311,211.68,146.84
3132,92.055398,120.2,93.222,110.26,29.321,96.188,2.3424,42.643,35.53,32.199,29.853,62.634,44.656,65.63,55.168,101.42,97.655,46.317,131.2,50,40.042,17.743,119.07,132.8,49.838,33.724,16.905,58.155,7.1251,137.29,120.55,35.871,103.67,73.97,62.765,166.76,49.756,46.954,32.486,13.873,86.047,15.639,103.56,20.589,132.57,39.183,50.614,58.018,18.318,101.82,54.755,97.687,4.7846,132.49,45.241
3130,67.426959,126.11,115.62,111.19,40.106,127.08,21.529,25.005,49.18,81.453,65.376,58.012,45.446,96.672,90.056,91.67,101.93,63.499,167.68,73.544,34.709,77.168,115.55,91.202,99.043,36.035,43.968,45.315,24.468,143.16,129.59,33.175,114.22,119,97.204,153.5,65.298,43.768,34.598,56.708,80.882,9.3152,69.795,18.834,100.72,71.58,49.282,83.751,20.848,87.203,32.978,94.493,11.479,149.88,6.2876
3128,21.703931,59.18,108.35,72.99,32.496,87.777,2.98,7.6406,-25.609,19.365,32.89,29.325,7.4761,75.043,49.169,68.179,57.301,76.19,175.73,67.065,36.438,91.726,98.541,71.401,99.031,46.076,38.158,46.288,20.571,117.8,88.585,49.308,72.11,160.05,112.1,142.23,22.227,15.885,17.91,62.375,86.147,5.3641,52.669,11.148,43.264,42.841,45.957,73.626,5.9562,31.758,-2.015,59.601,2.3697,186.59,-3.4151
3126,8.4799476,23.073,75.12,94.681,42.998,67.542,15.4,16.827,22.729,25.842,14.644,-0.22466,-11.181,115.54,39.833,91.256,39.33,82.551,156.86,94.753,5.5479,108.85,109.66,59.905,110.71,68.031,28.702,41.541,51.961,88.817,72.681,40.805,84.495,166.15,139.86,107.5,-12.96,10.732,23.081,76.692,102.09,33.633,48.473,82.529,44.937,63.491,24.923,122.83,39.308,18.337,-47.214,66.156,16.648,176.82,13.899
3124,4.9809922,-4.6883,118.12,95.824,31.939,57.782,60.38,27.261,45.086,16.984,43.868,-12.608,-19.548,148.23,60.285,79.549,51.684,78.261,148.56,150.47,15.66,120.54,99.518,37.35,150.13,76.48,35.609,65.438,62.496,63.058,43.094,25.675,81.375,186.94,152.37,108.56,9.6583,21.503,84.676,101.57,148.69,55.501,79.711,74.544,70.707,55.684,44.691,148.65,68.707,65.288,-22.705,48.532,43.7,200.85,53.238
3122,67.259676,14.322,179.66,156.26,80.322,125.72,163.04,75.825,127.32,88.836,142.82,41.516,82.087,193.72,121.77,124.98,82.597,120.65,200.69,250.64,97.936,165.84,183.67,74.294,218.09,98.816,100.47,123.85,143.55,113.71,126.12,95.603,105.82,264.43,195.38,140.55,40.562,67.983,164.03,180.3,185.61,97.661,139.72,124.02,128.74,111.52,89.252,195.06,174.87,123.26,47.697,133.71,57.987,280.79,151.31
3120,88.86165,37.795,204.66,199.03,99.033,147.06,194.72,138.7,172.57,161.34,196.41,55.104,119.31,186.39,147.12,136.65,81.087,108.15,158.95,268.75,116.61,135.23,230.89,53.592,255.52,103.7,106.56,139.36,166.7,149.75,163.93,125.11,79.491,260.81,175.93,150.82,45.272,116.74,201.87,170.77,209.05,94.054,156.31,154.97,148.64,142.77,141.43,178.24,238.8,150.3,111.04,159.6,68.798,277.5,190.67
3118,88.082496,44.623,217.13,192.89,133.06,129.94,191,126.24,178.74,144.25,190.67,53.377,152.69,170.11,125.73,125,84.33,108.09,146.23,263.28,140.57,114.41,258.44,65.316,237.51,105.63,118.38,143.91,145.36,145.76,180.3,102.68,77.606,243.2,157.96,143.19,18.307,152.92,195.48,144.11,172.93,87.219,164.62,179.85,135.87,131.25,161.87,154.23,215.37,143.47,126.94,150.48,72.064,280.18,214.43
3116,114.01422,66.693,219.9,203.61,156.54,108.81,199.77,112.65,169.93,130.76,150.85,60.03,178.87,180.1,83.399,85.371,122.45,77.115,141.35,234.16,126.48,87.924,219.67,69.56,209.79,116.56,132.4,154.96,115.6,153.91,181.03,97.91,82.206,207.79,121.87,149.65,15.632,158.42,179.63,100.11,138.38,85.622,144.81,156.93,103.61,126.42,151.22,76.055,168,133.81,146.94,127.93,94.128,274.57,188.58
3114,128.34918,146.01,241.93,216.43,148.79,89.82,163.77,126.86,139.8,138.52,103.03,49.063,203.82,176.57,128.08,101.12,138.56,86.79,160.62,212.74,143.33,59.1,201.5,104.5,161.51,107.95,146.77,162.25,115.58,170.78,164.92,107.35,73.404,195.73,134.6,197.07,24.411,162.81,188.49,82.609,109.63,88.428,125.17,142.59,86.57,117.22,175.31,23.794,116.67,197.41,182.3,175.77,110.91,263.03,205.75
3112,109.24455,184.69,216.59,194.89,171.12,86.343,141.32,131.37,122.63,139.34,84.103,30.791,215.07,165.84,110.68,92.582,159.18,75.758,182.85,166.92,129.04,58.648,172.76,104.48,105.37,90.921,126.54,177.01,114.04,168.4,174.23,101.55,85.778,219.45,127.87,191.42,40.859,137.73,150.8,83.639,62.962,64.175,76.988,148.2,74.08,138.1,182.21,27.541,119.36,201.2,183.53,180.45,116.69,251.44,166.18
3110,108.94035,217.1,198.72,215.11,147.66,93.098,154.53,149.03,106.28,183.2,105.19,46.1,211.23,169.93,110.09,85.201,189.77,81.258,166.34,143.22,128.17,80.865,195.44,99.588,96.93,102.19,127.41,206.62,103.04,196.26,204.92,137.81,115.5,231.71,130.59,211.52,70.38,135.77,131.38,86.729,57.249,66.18,62.181,162.18,71.204,121.95,165.73,31.078,129.68,210.95,138.43,149.76,128.67,269.55,181.25
3108,37.2178,147.35,89.411,151.59,73.902,27.722,57.93,130.24,27.173,122.24,63.542,-0.53445,131.73,99.208,37.761,27.24,137.12,34.953,96.81,28.267,101.96,55.377,128.86,83.033,18.771,82.738,60.397,153.65,30.325,118.87,134.04,118.65,67.374,161.75,86.295,163.91,-6.1841,50.28,65.494,9.6223,0.8097,17.107,-3.6648,75.956,-0.11482,49.049,115.21,-5.1286,60.532,126.06,73.046,82.632,100.47,196.72,84.885
3106,5.5230241,160.61,32.486,134.82,39.307,6.726,5.8055,123.7,42.092,92.793,27.129,6.279,64.92,90.343,40.473,-7.6348,102.05,27.197,55.998,-9.138,50.961,28.852,106.55,40.152,-1.2802,69.354,29.616,122.94,7.5881,79.736,98.047,78.984,63.123,113.14,100.46,130.59,0.64072,12.261,66.559,9.5334,24.189,9.3712,-6.3872,66.284,-6.0929,39.234,89.051,25.462,64.868,110.85,47.6,72.629,70.245,180.07,6.771
3104,-11.047913,117.03,43.9,103.7,-13.458,-16.641,9.9596,110.03,54.819,52.761,36.006,9.787,24.202,70.986,32.595,-18.033,95.747,36.418,31.487,-29.04,30.573,14.664,89.236,16.306,-16.436,48.036,5.853,105.16,-11.885,58.086,63.16,39.895,29.58,75.434,86.707,88.318,10.267,-9.5221,72.23,7.2397,28.372,-5.3459,-9.6659,23.096,-11.257,14.932,60.972,34.546,57.301,102.29,43.096,49.967,40.293,178.99,-10.061
3102,18.580028,106.75,54.724,101.28,4.7207,18.241,67.204,92.422,79.991,82.979,84.259,50.916,41.319,82.613,51.18,35.758,113.85,38.847,75.016,17.293,81.994,33.623,117.92,32.188,16.347,62.472,43.469,105.84,12.275,67.051,77.443,60.006,69.731,83.451,107.41,77.329,37.076,13.283,85.859,58.771,62.337,32.613,31.263,60.68,36.502,54.188,40.761,73.941,83.117,109.26,112.46,110.04,50.384,203.35,48.065
3100,34.763433,91.47,62.646,58.408,6.9392,35.953,56.02,82.756,70.023,52.787,92.766,37.658,-0.057766,27.942,30.535,40.692,67.501,24.162,32.67,47.863,70.793,29.187,114.15,-4.8711,23.309,23.404,33.623,66.987,21.686,87.164,62.469,56.918,58.886,62.049,68.125,40.23,44.665,28.06,70.996,62.373,95.317,62.139,54.302,74.456,35.726,66.925,12.203,81.402,60.933,60.963,145.29,108.18,50.326,164.2,70.221
3098,33.726932,69.219,71.267,39.876,24.721,22.699,41.536,21.353,53.51,43.187,69.857,53.744,2.5347,-10.156,18.756,44.129,49.569,38.382,32.015,66.703,87.292,20.319,119.28,32.147,23.251,18.317,32.136,52.91,18.73,63.821,25.699,44.837,67.737,65.925,57.352,6.5705,14.232,56.652,71.085,57.991,96.414,74.335,85.379,83.158,18.886,82.862,3.7859,82.77,14.061,11.029,166.14,105.85,57.451,147.37,109.52
3096,51.926205,87.36,89.738,42.251,44.916,-5.3938,42.947,-15.975,71.945,54.12,83.232,26.47,18.719,-9.1615,19.458,27.873,27.243,34.404,49.065,72.842,86.84,28.536,109.15,23.137,12.184,21.883,36.968,75.682,23.82,59.013,24.756,45.633,65.489,54.541,46.291,12.467,23.673,52.383,61.149,61.749,83.701,96.995,103.63,81.168,23.529,80.532,9.6569,29.941,17.787,32.744,198.7,105.92,89.169,114.82,131.6
3094,88.413777,136.59,120.87,78.69,97.014,9.2727,86.471,-7.372,71.457,60.698,93.453,38.674,51.72,-1.5079,92.242,86.744,46.717,65.582,87.505,120.76,114.88,15.251,150.52,38.883,16.582,51.863,48.466,93.575,40.857,76.641,40.251,79.353,87.84,92.741,62.957,58,28.701,69.131,95.325,86.472,90.37,127.08,124.89,104.23,72.633,110.34,45.488,52.5,37.761,114.5,239.82,173.63,112.97,152.29,207.25
3092,110.72793,148.31,133.93,101.1,109.76,45.387,118.29,21.635,105.83,72.258,145.37,50.164,78.254,38.347,120.65,108.2,81.131,71.385,101.45,173.83,128.28,51.356,188.52,70.465,22.506,72.777,69.701,128.36,83.487,112.72,106.97,126.08,110.34,119.15,66.026,72.487,45.575,64.439,119.48,103.87,81.051,160.22,163.15,124.51,99.68,143.41,80.905,87.729,109.9,151.26,243.54,204.46,127.93,200.04,254.56
3090,121.51015,166.07,142.01,157.27,105.34,59.068,142.15,14.788,112.41,101.16,210.1,73.515,96.401,84.589,148.32,128.83,111.41,107.94,96.124,194.2,143.25,74.861,225.31,102.05,45.815,118.93,89.958,157.04,123.31,139.02,132.27,168.09,130.58,136.05,70.047,110.35,66.631,59.774,104.92,122.28,88.401,194.7,180.31,133.95,104.05,150.54,132.81,115.72,155.12,184.76,245.05,203.96,180.51,243.68,290.64
3088,126.87512,199.94,148.9,190.67,103.32,68.596,131.22,19.809,152.95,98.312,235.68,76.863,92.76,121.34,167.16,110.94,134.54,106.27,95.633,193.85,149.44,90.422,236.05,110.7,65.29,156.29,106.33,153.73,125.89,115.79,154.84,169.08,102.23,154.96,104.43,131.95,58.404,49.628,106.62,110.97,83.456,194.09,197.28,130.39,114.15,177.34,161.1,166.66,179.98,207.34,275.01,222.75,199.04,272.92,290.29
3086,124.74606,221.28,165.51,234.6,100.86,96.052,126.12,62.788,174.14,103.76,241.56,88.051,93.213,169.76,187.22,99.586,170.23,130.87,114.6,217.91,136.38,83.952,265.97,127.8,98.129,176.45,113.92,157.05,147.32,120.37,169.69,150.67,85.44,182.77,136.08,159.02,81.78,61.268,113.9,98.361,101.75,192.86,220.48,136.98,154.96,233.46,180.13,207.08,216.83,247.35,271.41,249.92,212.59,339.99,269.68
3084,145.02011,213.93,184.92,264.1,85.617,113.25,143.45,102.97,218.05,114.28,266.31,101.18,103.41,196.89,173.98,102.32,202.92,163.59,102.75,195.13,114.15,70.895,278.34,145.55,107.96,206.56,119.47,134.32,149.77,121.59,186.58,120.98,79.191,208.46,148.71,170.75,68.202,75.088,100.24,81.235,122.83,214.88,208.75,173.76,184.32,266.02,202.43,250.56,220.07,269.37,307.6,275.92,258.98,409.23,261.13
3082,197.65378,228.84,212.8,269.35,102.58,153.45,140.31,139.67,223.41,148.92,274.94,130.45,139.58,237.92,184.46,137.06,216.66,149.69,131.78,205.39,101.37,76.127,282.24,163.54,128.36,218.37,153.59,146.67,146.08,112.34,196.13,110.17,99.098,213.57,175.06,196.63,98.542,102.31,118.66,83.281,160.92,235.32,230.67,196.01,238.42,320.37,233.29,286.79,281.05,304.59,362.56,320.26,332.34,465.3,282.98
3080,216.65843,197.2,226.21,235.93,107.73,143.23,93.319,153.23,202.66,115.35,229.85,111.82,130.42,193.7,138.5,122.69,191.98,119.7,96.619,194.54,50.435,45.834,251.99,129.6,110.06,160.2,131.23,117.94,113.99,102.72,154.7,70.49,46.023,192.9,131.37,166.21,72.153,89.666,98.074,44.494,156.82,227.55,221.82,233.57,217.18,307.95,253.78,293.73,296.81,299.3,371.28,318.35,362.38,483.98,316.16
3078,223.97088,173.85,218.93,206.45,104.69,134.77,95.752,159.23,184.57,150.19,209.36,120.67,139.9,157.39,140.18,127.47,158.63,93.232,73.12,177.99,43.47,27.174,224.88,126.94,91.959,129.79,106.7,98.393,83.462,70.801,111.78,28.594,28.134,165.71,98.423,137.68,34.354,91.126,80.885,15.975,145.07,216.23,245.07,277.55,236.95,330.44,287.65,301.19,335,321.51,377.72,349.88,412.03,534.14,361.36
3076,232.18868,164.4,220.91,202.78,141.39,130.03,106.5,146.32,183.94,191.3,201.08,79.828,142.05,148.73,131.15,100.29,121.77,88.45,68.988,140.33,39.293,44.579,197.7,96.913,64.644,87.627,68.307,96.054,49.843,55.021,105.26,7.7188,23.644,157.22,76.641,122.37,1.0779,66.02,60.077,13.432,138.29,226.01,252.96,317,272.68,354.81,323.72,303.12,381.82,350.69,392.16,378.19,453.21,541.58,449.86
3074,246.17576,144.41,213.55,220.79,181.75,154.53,158.32,141.91,167.61,210.88,218.55,102.59,167.96,165.57,170.12,118.87,113.6,81.197,81.034,145.16,26.938,48.31,166.64,81.511,58.304,91.484,48.813,81.056,33.345,67.775,115.31,20.884,44.185,152.94,65.642,112.88,21.722,66.623,75.614,30.399,137.24,247.31,277.86,366.93,322.51,384.24,374.45,346.9,454.34,437.9,437.92,446.08,495.36,581.71,553.77
3072,255.80884,129.76,195.3,216.3,168.58,163.84,181.99,154.53,169.51,265.63,212.92,103.16,171.74,200.71,208.42,136.82,127.14,94.42,103.29,141.36,58.062,81.243,150.53,96.619,58.875,84.972,50.606,77.684,54.899,105.4,106.52,27.747,81.915,141.12,66.408,114.59,42.464,48.814,76.822,42.954,130.29,267.44,311.13,394.57,342.45,417.41,412.3,390.06,503.01,493.25,474.38,485.03,538.31,609.8,641.47
3070,234.29783,156.97,192.46,242.31,155.12,180.71,202.38,120.91,188.47,272.96,209.26,129.01,175.3,241.67,212.57,154.3,131.19,114.96,141.4,149.24,78.674,84.623,145.54,91.465,66.515,79.678,55.654,71.029,97.457,101.65,69.824,49.324,87.565,122.34,71.626,121.09,54.266,40.368,69.174,69.287,138.78,298.55,330.99,435.82,381.83,430.09,457.28,394.08,532.05,524.72,524.51,515.21,560.86,631.55,713.94
3068,231.80579,208.19,200.99,286.84,165.86,192.62,242.47,152.3,240.52,301.73,214.09,153.75,222.51,266.44,216.57,185.68,174.93,138.13,186.84,169.02,115.37,101.52,157.8,98.874,101.76,116.12,75.508,81.054,124.34,123.15,87.795,83.168,119.15,144.72,121.11,142.55,56.441,57.985,81.169,93.009,156.25,317.67,351.27,454.62,438.98,445.7,463.07,416.26,538.82,536,560.4,547.86,549.31,640.41,755.93
3066,221.65523,225.28,207.94,334.92,184.97,193.22,277.89,190.42,255.69,318.51,242.73,176.72,274.18,278.77,228.36,209.53,231.62,161.86,220.25,192.83,146.72,118.15,178.62,122.9,131.02,125.7,92.759,104.28,178.64,175.25,101.04,105.16,141.79,166.57,165.06,166.62,72.882,112.71,92.899,108.73,192.81,330.8,341.52,451.12,459.43,458.3,472.48,426.83,519.78,536.26,563.01,572.08,542.01,649.15,721.24
3064,227.64871,253.38,202.56,354.1,169.22,209.05,279.54,219.6,260.34,298.13,239.5,195.84,262.55,253.17,222.27,228.57,229.01,176.06,200.18,178.73,154.36,121.46,174.43,114.24,138.22,160.43,102.34,91.836,190.56,173.35,104.7,118.32,151.24,163.86,196.9,168.24,51.183,132.94,98.35,105.51,220.43,332.43,296.01,406.59,431.6,406.7,464.78,431.65,482.11,484.12,550.28,545.18,498.04,661.36,655.22
3062,245.44254,259.67,228.8,333.74,163.5,195.53,279.16,227.31,242.19,282.65,227.88,221.85,284.57,249.24,232.49,234.72,213.97,172.27,208.63,174.47,148.95,116.07,168.84,135.04,121.74,162.61,102.51,93.108,196.4,171.89,110.32,143.09,159.95,145.18,204.58,153.23,70.122,140.96,95.017,109.91,232.24,319.14,279.59,363.45,398.32,362.39,417.14,400.19,488.62,420.91,509.58,498.78,457.02,646.9,581.81
3060,220.26767,232.26,205.37,290.02,114.15,146.17,246.22,186.89,223.64,214.27,166.43,198.45,217.72,193.83,180.07,199.2,183.43,156.7,163.15,141.21,125.95,74.066,125.27,128.88,122.24,154.79,66.552,81.059,151.09,146.08,77.797,122.41,109.6,106.17,167.58,122.03,41.222,119.12,51.736,88.737,203.5,265.95,239.82,329.13,317.27,271.28,327.9,351.33,417.28,334.3,409.76,421.62,384.61,584.55,471.84
